id_Controlador,indexControl,fechaHora,includedVars,PowerFail,TimeOn,EnergySaving,ActiveEnergy,AparentEnergy,PowerFactor,OverVoltageEvents,UnderVoltageEvents,driverFailure,lampFailure
1,1,2023-01-01T09:01:00+00:00Z,1019,1,56,1.96,8.79,7.0,0.71,1,,1,1
1,2,2023-01-01T09:01:00+00:00Z,1023,0,16,1.23,9.62,3.72,0.79,0,1,0,0
1,1,2023-01-01T10:07:00+00:00Z,1023,0,2,1.62,8.21,6.81,0.13,0,1,0,1
1,2,2023-01-01T10:07:00+00:00Z,1023,0,44,1.57,4.24,10.03,0.04,1,0,1,0
1,1,2023-01-01T11:13:00+00:00Z,1023,0,51,1.5,2.84,11.09,0.26,1,0,0,1
1,2,2023-01-01T11:13:00+00:00Z,1023,1,17,1.21,3.79,3.22,0.77,1,0,0,1
1,1,2023-01-01T12:12:00+00:00Z,1007,1,6,1.87,6.43,6.36,,1,1,0,1
1,2,2023-01-01T12:12:00+00:00Z,1023,1,59,0.88,6.78,5.09,0.68,0,1,0,1
1,1,2023-01-01T14:19:00+00:00Z,1023,1,50,1.3,5.56,7.22,0.29,1,0,1,1
1,2,2023-01-01T14:19:00+00:00Z,1023,1,49,1.86,3.32,2.01,0.95,0,0,0,1
1,1,2023-01-01T15:12:00+00:00Z,1023,0,47,0.53,3.45,4.2,0.4,1,0,1,0
1,2,2023-01-01T15:12:00+00:00Z,1023,0,5,0.81,7.83,8.63,0.6,1,0,0,1
1,1,2023-01-01T16:14:00+00:00Z,1023,0,35,0.88,7.94,11.44,0.92,0,0,1,0
1,2,2023-01-01T16:14:00+00:00Z,1023,0,29,1.64,8.93,4.83,0.61,0,1,1,0
1,1,2023-01-01T17:13:00+00:00Z,1023,0,60,1.8,7.37,9.54,0.54,0,0,0,0
1,2,2023-01-01T17:13:00+00:00Z,1023,1,47,1.68,6.82,7.18,0.04,1,0,1,0
1,1,2023-01-01T18:19:00+00:00Z,1023,0,9,1.19,3.27,8.99,0.99,1,1,0,0
1,2,2023-01-01T18:19:00+00:00Z,1023,1,54,1.84,8.15,8.8,0.31,1,0,0,0
1,1,2023-01-01T19:29:00+00:00Z,1023,1,22,1.07,3.89,10.65,0.41,0,1,1,1
1,2,2023-01-01T19:29:00+00:00Z,1023,1,35,1.36,8.29,10.24,0.1,1,1,1,0
1,1,2023-01-01T20:27:00+00:00Z,1023,0,32,1.26,1.37,10.31,0.74,0,1,1,0
1,2,2023-01-01T20:27:00+00:00Z,959,1,1,0.62,,2.93,0.45,1,1,0,0
1,1,2023-01-01T21:29:00+00:00Z,891,1,25,,5.48,3.75,0.89,1,,1,1
1,2,2023-01-01T21:29:00+00:00Z,1023,1,18,0.63,8.69,10.09,0.58,1,1,1,1
1,1,2023-01-01T22:32:00+00:00Z,1023,1,33,0.96,4.71,10.08,0.35,1,1,1,0
1,2,2023-01-01T22:32:00+00:00Z,1023,1,7,0.98,4.05,11.8,0.45,1,0,1,1
1,1,2023-01-01T23:37:00+00:00Z,1023,0,20,1.67,4.77,11.69,0.38,1,0,0,1
1,2,2023-01-01T23:37:00+00:00Z,1023,0,21,0.67,8.09,11.85,0.0,1,0,0,0
1,1,2023-01-02T00:28:00+00:00Z,1023,1,31,1.48,7.9,8.57,0.55,1,0,0,0
1,2,2023-01-02T00:28:00+00:00Z,1023,0,25,0.62,8.68,4.66,0.41,0,1,0,1
1,1,2023-01-02T01:20:00+00:00Z,1023,0,53,1.88,8.63,8.18,0.75,1,0,0,1
1,2,2023-01-02T01:20:00+00:00Z,1023,1,48,0.58,9.01,11.26,0.02,0,0,1,0
1,1,2023-01-02T02:15:00+00:00Z,1023,0,56,0.6,4.91,3.79,0.16,1,0,1,0
1,2,2023-01-02T02:15:00+00:00Z,1023,1,8,0.72,4.02,4.66,0.89,0,0,0,1
1,1,2023-01-02T03:11:00+00:00Z,1023,1,37,1.31,1.54,11.88,0.78,0,1,0,0
1,2,2023-01-02T03:11:00+00:00Z,1023,0,28,1.35,2.2,8.64,0.65,0,0,1,1
1,1,2023-01-02T04:04:00+00:00Z,1023,0,10,1.1,1.51,3.75,0.26,1,0,0,1
1,2,2023-01-02T04:04:00+00:00Z,1023,1,3,0.72,3.87,2.69,0.57,0,1,0,0
1,1,2023-01-02T04:54:00+00:00Z,1023,0,52,0.62,2.21,10.51,0.1,0,1,0,1
1,2,2023-01-02T04:54:00+00:00Z,1023,1,26,1.83,5.06,7.84,0.83,1,1,1,0
1,1,2023-01-02T05:48:00+00:00Z,895,1,54,,9.8,2.61,1.0,1,1,0,0
1,2,2023-01-02T05:48:00+00:00Z,1023,0,2,1.94,9.11,9.02,0.14,0,0,1,1
1,1,2023-01-02T06:56:00+00:00Z,1023,0,39,1.87,3.59,7.45,0.11,0,0,1,0
1,2,2023-01-02T06:56:00+00:00Z,1023,0,33,1.56,9.9,2.98,0.22,0,1,0,0
1,1,2023-01-02T07:46:00+00:00Z,1023,1,20,0.9,4.91,6.91,0.25,0,0,1,0
1,2,2023-01-02T07:46:00+00:00Z,1023,1,48,1.28,7.73,3.85,0.93,0,0,1,1
1,1,2023-01-02T08:42:00+00:00Z,1021,1,42,1.18,3.9,5.83,0.67,1,1,,0
1,2,2023-01-02T08:42:00+00:00Z,1023,1,15,0.95,9.05,8.13,0.94,0,1,0,0
1,1,2023-01-02T09:40:00+00:00Z,893,1,8,,3.02,8.47,0.8,0,0,,1
1,2,2023-01-02T09:40:00+00:00Z,1023,1,27,1.95,3.87,6.34,0.22,1,1,0,0
1,1,2023-01-02T10:49:00+00:00Z,1023,1,58,1.29,6.87,9.88,0.46,0,0,0,0
1,2,2023-01-02T10:49:00+00:00Z,1023,1,25,1.29,7.0,11.1,0.48,1,0,1,1
1,1,2023-01-02T11:41:00+00:00Z,1023,0,19,0.89,1.41,4.42,0.45,0,1,1,0
1,2,2023-01-02T11:41:00+00:00Z,1015,1,6,0.61,7.9,4.66,0.61,,0,0,0
1,1,2023-01-02T14:43:00+00:00Z,1023,1,25,1.02,9.3,8.11,0.52,1,0,1,1
1,2,2023-01-02T14:43:00+00:00Z,1023,1,16,0.8,6.25,7.63,0.34,0,0,1,0
1,1,2023-01-02T15:51:00+00:00Z,1023,1,36,0.96,4.25,1.36,0.6,1,1,1,1
1,2,2023-01-02T15:51:00+00:00Z,1023,1,31,1.21,9.99,8.24,0.96,1,1,1,0
1,1,2023-01-02T16:51:00+00:00Z,1023,1,54,1.53,9.53,5.33,0.61,1,0,1,1
1,2,2023-01-02T16:51:00+00:00Z,1023,1,34,1.56,5.36,8.28,0.29,0,0,1,0
1,1,2023-01-02T17:49:00+00:00Z,1023,1,48,1.14,2.34,2.59,0.75,1,0,0,0
1,2,2023-01-02T17:49:00+00:00Z,511,,8,1.71,2.99,6.12,0.3,0,1,1,0
1,1,2023-01-02T18:59:00+00:00Z,1023,0,53,0.84,9.86,9.65,0.71,0,0,1,1
1,2,2023-01-02T18:59:00+00:00Z,1023,0,22,0.74,2.94,4.08,0.13,0,1,1,1
1,1,2023-01-02T19:51:00+00:00Z,1023,0,17,1.93,5.41,5.98,0.63,0,1,1,0
1,2,2023-01-02T19:51:00+00:00Z,1023,1,20,1.74,2.27,2.13,0.55,1,0,0,1
1,1,2023-01-02T20:53:00+00:00Z,1007,0,29,1.06,2.47,5.53,,1,0,1,0
1,2,2023-01-02T20:53:00+00:00Z,1023,1,44,0.64,8.0,11.92,0.86,0,1,0,0
1,1,2023-01-02T21:56:00+00:00Z,1023,0,41,0.82,2.56,7.12,0.6,0,0,0,1
1,2,2023-01-02T21:56:00+00:00Z,1023,1,14,0.98,1.08,11.68,0.41,0,0,0,1
1,1,2023-01-02T22:46:00+00:00Z,1023,1,42,0.58,4.06,4.03,0.8,0,1,0,0
1,2,2023-01-02T22:46:00+00:00Z,1023,0,53,1.68,3.3,8.34,0.76,0,1,0,1
1,1,2023-01-02T23:46:00+00:00Z,767,0,,1.25,6.91,4.99,0.7,1,0,0,0
1,2,2023-01-02T23:46:00+00:00Z,1023,0,55,0.64,1.23,2.79,0.49,0,1,1,0
1,1,2023-01-03T00:41:00+00:00Z,1023,1,53,1.66,6.31,1.53,0.13,0,0,0,1
1,2,2023-01-03T00:41:00+00:00Z,1023,0,40,0.87,2.64,5.32,0.79,1,1,0,1
1,1,2023-01-03T01:32:00+00:00Z,1023,0,22,0.77,9.69,2.84,0.98,1,0,0,1
1,2,2023-01-03T01:32:00+00:00Z,1023,1,44,0.72,4.68,10.19,0.3,0,1,0,0
1,1,2023-01-03T02:39:00+00:00Z,1023,0,49,0.88,2.65,8.21,0.93,0,0,1,1
1,2,2023-01-03T02:39:00+00:00Z,1023,1,38,1.17,7.34,3.35,0.09,0,0,1,1
1,1,2023-01-03T03:39:00+00:00Z,1023,0,7,1.41,7.82,10.37,0.74,1,0,1,1
1,2,2023-01-03T03:39:00+00:00Z,1023,1,0,0.57,9.01,3.37,0.77,0,1,1,0
1,1,2023-01-03T04:32:00+00:00Z,1023,0,17,1.91,9.29,5.37,0.02,1,0,0,0
1,2,2023-01-03T04:32:00+00:00Z,1007,1,43,0.78,4.32,7.08,,0,0,0,0
1,1,2023-01-03T05:37:00+00:00Z,1023,1,34,0.53,4.98,3.04,0.62,1,0,1,1
1,2,2023-01-03T05:37:00+00:00Z,1023,1,24,0.52,8.96,9.94,0.6,1,1,0,0
1,1,2023-01-03T06:28:00+00:00Z,1023,1,3,1.64,1.16,6.6,0.2,0,0,0,0
1,2,2023-01-03T06:28:00+00:00Z,1023,0,30,0.85,2.23,4.06,0.56,1,1,1,1
1,1,2023-01-03T07:34:00+00:00Z,1023,1,52,0.88,4.85,6.3,0.18,0,0,1,0
1,2,2023-01-03T07:34:00+00:00Z,1023,1,26,0.92,2.65,9.89,0.07,0,0,0,1
1,1,2023-01-03T08:32:00+00:00Z,1023,1,31,0.94,4.41,9.04,0.47,0,0,0,1
1,2,2023-01-03T08:32:00+00:00Z,1023,0,17,0.65,8.82,2.77,0.21,1,0,0,1
1,1,2023-01-03T09:28:00+00:00Z,767,1,,1.91,2.13,7.16,0.72,1,0,1,1
1,2,2023-01-03T09:28:00+00:00Z,1023,1,6,1.67,8.93,10.61,0.85,0,0,1,1
1,1,2023-01-03T10:36:00+00:00Z,1023,1,31,1.05,2.0,3.08,0.67,1,1,0,0
1,2,2023-01-03T10:36:00+00:00Z,1023,0,37,1.59,2.67,10.16,0.27,1,0,1,1
1,1,2023-01-03T11:41:00+00:00Z,1023,1,28,1.87,3.34,2.2,0.19,0,1,0,1
1,2,2023-01-03T11:41:00+00:00Z,1023,1,24,0.66,1.91,1.97,0.16,1,0,1,1
1,1,2023-01-03T12:47:00+00:00Z,1023,0,18,0.56,5.0,9.7,0.96,1,1,0,0
1,2,2023-01-03T12:47:00+00:00Z,1023,1,45,1.32,1.3,7.8,0.27,0,0,0,0
1,1,2023-01-03T13:52:00+00:00Z,1023,1,17,1.45,5.84,7.4,0.67,1,1,0,1
1,2,2023-01-03T13:52:00+00:00Z,1023,1,41,1.18,7.95,8.81,0.71,0,1,1,1
1,1,2023-01-03T14:56:00+00:00Z,1023,0,26,0.75,9.4,10.53,0.36,1,1,1,0
1,2,2023-01-03T14:56:00+00:00Z,1023,1,54,1.61,7.48,8.81,0.99,1,0,0,1
1,1,2023-01-03T16:01:00+00:00Z,1023,1,29,1.46,4.46,7.69,0.95,1,1,0,1
1,2,2023-01-03T16:01:00+00:00Z,1023,0,19,1.33,6.11,1.72,0.43,1,0,1,1
1,1,2023-01-03T16:54:00+00:00Z,1019,0,48,1.42,1.53,7.65,0.27,0,,0,1
1,2,2023-01-03T16:54:00+00:00Z,1023,0,44,1.89,5.87,7.03,0.05,1,1,1,0
1,1,2023-01-03T17:46:00+00:00Z,895,0,23,,1.0,2.64,0.49,0,0,1,0
1,2,2023-01-03T17:46:00+00:00Z,1023,1,21,0.69,6.41,6.96,0.02,1,0,0,0
1,1,2023-01-03T18:48:00+00:00Z,1023,0,32,0.68,1.23,11.03,0.31,1,0,1,1
1,2,2023-01-03T18:48:00+00:00Z,1023,1,35,1.67,1.58,6.59,0.48,1,0,0,1
1,1,2023-01-03T19:44:00+00:00Z,1023,1,13,1.96,9.45,6.41,0.18,0,1,0,1
1,2,2023-01-03T19:44:00+00:00Z,1023,0,17,0.61,3.13,9.77,0.85,1,1,1,1
1,1,2023-01-03T20:42:00+00:00Z,1023,0,47,0.83,9.46,9.51,0.01,0,1,1,1
1,2,2023-01-03T20:42:00+00:00Z,511,,41,0.83,8.81,7.73,0.42,1,1,1,1
1,1,2023-01-03T21:51:00+00:00Z,1023,1,38,1.16,1.12,9.32,0.18,0,0,0,0
1,2,2023-01-03T21:51:00+00:00Z,1023,1,14,1.14,5.71,11.26,0.9,0,1,0,0
1,1,2023-01-03T23:01:00+00:00Z,1023,0,40,1.6,2.12,11.65,0.64,0,1,0,1
1,2,2023-01-03T23:01:00+00:00Z,1023,1,29,1.89,9.42,7.64,0.24,1,1,0,0
1,1,2023-01-03T23:57:00+00:00Z,1023,1,25,1.87,4.71,7.0,0.79,0,1,1,0
1,2,2023-01-03T23:57:00+00:00Z,1023,0,30,1.7,7.87,10.21,0.31,1,1,0,1
1,1,2023-01-04T01:02:00+00:00Z,1023,1,13,0.54,4.67,8.13,0.92,1,0,0,1
1,2,2023-01-04T01:02:00+00:00Z,1023,0,33,1.47,5.54,9.43,0.18,1,1,1,1
1,1,2023-01-04T02:05:00+00:00Z,1023,1,42,1.94,2.15,9.96,0.1,0,0,1,1
1,2,2023-01-04T02:05:00+00:00Z,1023,1,23,1.86,5.64,6.38,0.87,1,1,1,1
1,1,2023-01-04T03:00:00+00:00Z,1023,1,38,0.94,6.31,4.5,0.58,0,1,0,1
1,2,2023-01-04T03:00:00+00:00Z,1023,1,36,1.05,5.54,2.2,0.06,0,0,0,1
1,1,2023-01-04T03:55:00+00:00Z,511,,48,1.25,8.26,6.19,0.53,0,1,1,0
1,2,2023-01-04T03:55:00+00:00Z,1023,1,4,1.61,5.62,6.9,0.19,0,0,1,0
1,1,2023-01-04T05:01:00+00:00Z,1023,0,19,1.65,7.68,1.55,0.52,0,0,1,1
1,2,2023-01-04T05:01:00+00:00Z,1023,0,60,1.12,9.56,1.3,0.68,0,0,0,0
1,1,2023-01-04T06:08:00+00:00Z,1023,0,1,0.73,8.24,3.95,0.58,0,1,1,1
1,2,2023-01-04T06:08:00+00:00Z,1023,0,2,0.52,8.44,7.65,0.67,0,1,1,0
1,1,2023-01-04T07:12:00+00:00Z,1023,1,8,1.66,1.63,9.78,0.15,0,0,0,1
1,2,2023-01-04T07:12:00+00:00Z,1023,0,14,0.78,9.45,4.29,0.88,1,0,1,1
1,1,2023-01-04T08:07:00+00:00Z,1023,0,37,1.46,5.49,6.44,0.06,0,0,0,1
1,2,2023-01-04T08:07:00+00:00Z,1023,1,30,1.72,9.12,5.98,0.55,0,0,0,0
1,1,2023-01-04T09:01:00+00:00Z,1023,0,27,0.52,8.01,8.59,0.88,1,0,0,1
1,2,2023-01-04T09:01:00+00:00Z,1023,0,23,0.86,6.74,6.13,0.59,1,1,1,0
1,1,2023-01-04T09:59:00+00:00Z,1023,1,44,1.84,7.22,4.62,0.55,0,0,0,0
1,2,2023-01-04T09:59:00+00:00Z,1023,1,58,1.68,2.68,8.35,0.17,0,0,0,1
1,1,2023-01-04T11:01:00+00:00Z,991,1,32,1.26,1.43,,0.79,1,0,0,1
1,2,2023-01-04T11:01:00+00:00Z,1023,0,41,0.61,5.71,3.76,0.97,1,1,0,1
1,1,2023-01-04T12:04:00+00:00Z,1023,0,60,0.81,5.61,4.03,0.71,0,0,0,0
1,2,2023-01-04T12:04:00+00:00Z,511,,28,0.78,6.97,4.51,0.35,0,1,1,0
1,1,2023-01-04T12:57:00+00:00Z,1023,1,30,0.55,8.47,5.78,0.97,1,1,0,1
1,2,2023-01-04T12:57:00+00:00Z,1022,0,31,1.81,3.11,1.82,0.87,0,0,1,
1,1,2023-01-04T13:54:00+00:00Z,1023,0,24,1.55,8.61,7.41,0.55,1,0,0,0
1,2,2023-01-04T13:54:00+00:00Z,1023,1,3,1.07,3.19,6.41,0.9,1,1,1,0
1,1,2023-01-04T14:50:00+00:00Z,1023,1,14,0.61,9.14,11.98,0.18,1,1,1,0
1,2,2023-01-04T14:50:00+00:00Z,1023,0,54,1.29,3.81,7.83,0.08,0,1,0,1
1,1,2023-01-04T15:44:00+00:00Z,1023,0,5,1.77,8.32,8.42,0.63,0,1,0,1
1,2,2023-01-04T15:44:00+00:00Z,1023,0,47,1.68,9.74,1.11,0.49,1,1,1,0
1,1,2023-01-04T16:34:00+00:00Z,1023,1,31,0.99,5.11,1.73,0.34,1,0,0,1
1,2,2023-01-04T16:34:00+00:00Z,1023,0,53,0.51,9.85,11.57,0.0,0,1,1,0
1,1,2023-01-04T17:34:00+00:00Z,1023,0,57,1.54,5.34,7.04,0.38,0,1,1,0
1,2,2023-01-04T17:34:00+00:00Z,1023,0,21,0.51,3.48,1.8,0.09,0,0,1,0
1,1,2023-01-04T18:36:00+00:00Z,1023,0,17,1.87,1.9,6.25,0.42,0,1,1,0
1,2,2023-01-04T18:36:00+00:00Z,1022,1,59,0.6,2.27,9.24,0.49,1,0,0,
1,1,2023-01-04T19:40:00+00:00Z,1023,1,49,1.77,9.04,7.49,0.67,1,1,1,0
1,2,2023-01-04T19:40:00+00:00Z,1023,0,28,0.67,8.99,9.5,0.65,1,0,1,0
1,1,2023-01-04T20:33:00+00:00Z,1023,0,3,0.5,6.4,6.12,0.92,0,0,1,1
1,2,2023-01-04T20:33:00+00:00Z,1023,1,34,1.19,4.96,5.92,0.22,1,1,0,0
1,1,2023-01-04T21:38:00+00:00Z,1023,0,19,1.58,3.45,7.08,0.62,0,0,0,1
1,2,2023-01-04T21:38:00+00:00Z,1023,1,55,1.77,9.08,9.39,0.19,0,0,1,1
1,1,2023-01-04T22:28:00+00:00Z,1005,1,35,0.87,6.62,4.65,,1,1,,0
1,2,2023-01-04T22:28:00+00:00Z,1023,0,54,1.53,2.77,9.3,0.11,0,0,1,0
1,1,2023-01-04T23:25:00+00:00Z,1023,1,54,1.21,1.29,4.66,0.34,1,0,1,1
1,2,2023-01-04T23:25:00+00:00Z,1023,1,34,1.1,5.32,5.3,0.99,1,1,1,1
1,1,2023-01-05T00:27:00+00:00Z,1023,0,55,1.42,7.77,6.01,0.39,1,0,0,1
1,2,2023-01-05T00:27:00+00:00Z,1023,1,46,1.7,2.76,11.34,0.03,0,0,1,1
1,1,2023-01-05T01:20:00+00:00Z,1023,0,28,1.25,5.59,5.71,0.93,0,0,1,0
1,2,2023-01-05T01:20:00+00:00Z,1022,0,46,0.89,8.08,1.55,0.93,1,0,1,
1,1,2023-01-05T02:15:00+00:00Z,959,1,57,1.39,,11.47,0.69,1,1,1,0
1,2,2023-01-05T02:15:00+00:00Z,1023,1,15,0.53,5.98,1.91,0.45,0,0,0,1
1,1,2023-01-05T03:10:00+00:00Z,1023,1,12,1.05,1.49,1.57,0.22,1,0,1,1
1,2,2023-01-05T03:10:00+00:00Z,1023,1,39,1.75,3.96,3.56,0.76,1,1,1,0
1,1,2023-01-05T04:10:00+00:00Z,1023,0,15,0.67,6.69,6.11,0.18,0,1,1,0
1,2,2023-01-05T04:10:00+00:00Z,1023,0,29,0.57,9.76,4.24,0.7,0,1,1,1
1,1,2023-01-05T05:09:00+00:00Z,1023,1,4,1.78,1.27,2.71,0.09,0,0,1,0
1,2,2023-01-05T05:09:00+00:00Z,1023,0,23,1.88,3.54,10.5,0.36,0,1,1,1
1,1,2023-01-05T06:06:00+00:00Z,1023,1,42,0.97,6.67,4.19,0.4,0,1,1,1
1,2,2023-01-05T06:06:00+00:00Z,1023,1,37,1.47,5.72,2.43,0.77,0,1,1,1
1,1,2023-01-05T07:04:00+00:00Z,1023,0,43,0.85,1.36,8.26,0.81,0,0,1,0
1,2,2023-01-05T07:04:00+00:00Z,1023,1,20,1.57,9.27,4.13,0.04,0,0,1,1
1,1,2023-01-05T08:08:00+00:00Z,1023,0,46,1.7,6.69,10.9,0.22,0,0,1,1
1,2,2023-01-05T08:08:00+00:00Z,1023,0,11,1.2,1.11,4.28,0.15,1,1,1,0
1,1,2023-01-05T09:16:00+00:00Z,1023,0,48,1.99,3.66,8.24,0.29,1,0,1,1
1,2,2023-01-05T09:16:00+00:00Z,1023,1,32,1.83,1.04,11.33,0.78,1,0,1,0
1,1,2023-01-05T10:15:00+00:00Z,1023,1,57,1.31,4.43,6.02,0.25,0,1,0,0
1,2,2023-01-05T10:15:00+00:00Z,1023,1,31,1.51,4.38,2.0,0.12,1,1,1,0
1,1,2023-01-05T11:21:00+00:00Z,895,0,59,,4.14,5.19,0.07,1,1,0,1
1,2,2023-01-05T11:21:00+00:00Z,1023,1,14,1.33,2.22,3.57,0.59,1,1,0,1
1,1,2023-01-05T12:23:00+00:00Z,1023,1,30,1.46,7.12,5.09,0.7,1,0,1,1
1,2,2023-01-05T12:23:00+00:00Z,1023,1,42,0.72,4.61,8.79,0.61,1,0,0,0
1,1,2023-01-05T13:23:00+00:00Z,1023,1,8,1.83,2.32,10.43,0.77,0,0,0,1
1,2,2023-01-05T13:23:00+00:00Z,1022,1,11,0.74,2.04,4.26,0.39,0,0,0,
1,1,2023-01-05T14:31:00+00:00Z,1023,0,10,1.83,6.37,1.99,0.46,1,0,0,0
1,2,2023-01-05T14:31:00+00:00Z,1023,0,54,1.51,2.44,3.64,0.19,0,1,1,1
1,1,2023-01-05T15:31:00+00:00Z,1023,0,60,0.94,2.27,1.2,0.08,0,0,0,0
1,2,2023-01-05T15:31:00+00:00Z,991,0,33,0.56,6.94,,0.25,1,1,1,0
1,1,2023-01-05T16:21:00+00:00Z,1023,0,2,1.12,2.16,4.86,0.52,1,0,1,0
1,2,2023-01-05T16:21:00+00:00Z,1023,1,3,1.21,8.23,2.67,0.8,0,1,1,0
1,1,2023-01-05T17:19:00+00:00Z,1023,0,44,1.67,4.12,7.94,0.69,1,0,0,1
1,2,2023-01-05T17:19:00+00:00Z,893,0,28,,2.95,1.12,0.8,1,0,,1
1,1,2023-01-05T18:12:00+00:00Z,1023,1,15,0.9,5.24,8.75,0.59,1,1,0,1
1,2,2023-01-05T18:12:00+00:00Z,1023,1,18,1.1,2.93,10.3,0.56,1,0,0,0
1,1,2023-01-05T19:16:00+00:00Z,1023,0,23,1.92,1.9,3.88,0.91,0,0,1,0
1,2,2023-01-05T19:16:00+00:00Z,1023,1,25,0.95,8.33,3.33,0.48,0,0,0,0
1,1,2023-01-05T20:13:00+00:00Z,1023,0,60,0.77,6.19,10.42,0.2,0,0,0,0
1,2,2023-01-05T20:13:00+00:00Z,1023,0,42,1.89,5.94,8.41,0.45,0,1,0,1
1,1,2023-01-05T21:14:00+00:00Z,1023,0,60,1.35,9.1,5.2,0.41,0,0,0,0
1,2,2023-01-05T21:14:00+00:00Z,1023,0,47,0.56,2.17,9.3,0.33,0,0,1,1
1,1,2023-01-05T22:24:00+00:00Z,1023,0,7,1.65,6.38,4.07,0.53,1,1,1,0
1,2,2023-01-05T22:24:00+00:00Z,1023,0,36,0.59,2.69,11.63,0.85,0,1,0,0
1,1,2023-01-05T23:27:00+00:00Z,1023,0,48,1.82,9.89,5.91,0.27,0,1,0,0
1,2,2023-01-05T23:27:00+00:00Z,1023,0,50,1.28,6.94,3.4,0.96,0,1,1,1
1,1,2023-01-06T00:33:00+00:00Z,1023,1,11,0.67,9.16,8.31,0.21,1,0,0,1
1,2,2023-01-06T00:33:00+00:00Z,511,,0,1.0,1.65,7.91,0.45,1,0,1,0
1,1,2023-01-06T02:33:00+00:00Z,1023,1,10,0.98,6.86,7.3,0.13,0,1,0,1
1,2,2023-01-06T02:33:00+00:00Z,1023,1,23,1.03,8.46,4.88,0.1,0,0,1,1
1,1,2023-01-06T03:34:00+00:00Z,1023,1,30,1.9,3.02,6.49,0.58,1,0,0,0
1,2,2023-01-06T03:34:00+00:00Z,1023,0,52,1.19,8.61,3.7,0.01,1,1,0,1
1,1,2023-01-06T04:25:00+00:00Z,1023,1,57,0.67,9.21,11.94,0.77,0,1,0,1
1,2,2023-01-06T04:25:00+00:00Z,1023,1,58,0.84,2.56,2.61,0.15,0,1,1,1
1,1,2023-01-06T05:15:00+00:00Z,1023,1,50,1.13,3.26,9.5,0.53,0,1,1,0
1,2,2023-01-06T05:15:00+00:00Z,1023,1,22,1.62,5.77,2.11,0.9,0,1,0,0
1,1,2023-01-06T06:21:00+00:00Z,1023,1,50,0.71,1.3,8.17,0.81,0,1,0,1
1,2,2023-01-06T06:21:00+00:00Z,1023,0,30,1.0,1.92,5.37,0.12,1,1,1,1
1,1,2023-01-06T08:16:00+00:00Z,1023,1,24,1.81,9.69,10.06,0.87,0,0,0,1
1,2,2023-01-06T08:16:00+00:00Z,1023,0,19,0.6,3.19,7.5,0.59,1,0,1,1
1,1,2023-01-06T09:06:00+00:00Z,1023,1,52,1.9,4.16,3.24,0.31,0,0,0,1
1,2,2023-01-06T09:06:00+00:00Z,1023,1,50,0.94,5.55,6.01,0.94,0,1,1,1
1,1,2023-01-06T10:02:00+00:00Z,1023,0,19,1.03,6.12,10.18,0.34,1,1,0,1
1,2,2023-01-06T10:02:00+00:00Z,1023,0,39,1.47,5.88,3.25,0.29,0,0,1,1
1,1,2023-01-06T11:03:00+00:00Z,1023,0,25,1.88,7.87,1.5,0.84,0,0,0,1
1,2,2023-01-06T11:03:00+00:00Z,1023,0,44,0.9,3.74,6.05,0.31,1,1,0,0
1,1,2023-01-06T12:00:00+00:00Z,1023,1,38,1.31,7.22,9.52,0.14,0,0,0,0
